ponto_id,prediction
217,"[-8.055604946336455, -34.95172798299638]"
218,"[-8.055604946336455, -34.95172798299638]"
221,"[-8.055604946336455, -34.95172798299638]"
222,"[-8.055604946336455, -34.95172798299638]"
229,"[-8.055604946336455, -34.95172798299638]"
230,"[-8.055604946336455, -34.95172798299638]"
233,"[-8.055604946336455, -34.95172798299638]"
239,"[-8.055604946336455, -34.95172798299638]"
245,"[-8.055604946336455, -34.95172798299638]"
247,"[-8.055604946336455, -34.95172798299638]"
248,"[-8.055604946336455, -34.95172798299638]"
251,"[-8.055604946336455, -34.95172798299638]"
252,"[-8.055604946336455, -34.95172798299638]"
257,"[-8.055604946336455, -34.95172798299638]"
263,"[-8.055604946336455, -34.95172798299638]"
265,"[-8.055604946336455, -34.95172798299638]"
267,"[-8.055604946336455, -34.95172798299638]"
274,"[-8.055604946336455, -34.95172798299638]"
286,"[-8.055604946336455, -34.95172798299638]"
288,"[-8.055604946336455, -34.95172798299638]"
291,"[-8.055604946336455, -34.95172798299638]"
292,"[-8.055604946336455, -34.95172798299638]"
300,"[-8.055604946336455, -34.95172798299638]"
304,"[-8.055604946336455, -34.95172798299638]"
308,"[-8.055604946336455, -34.95172798299638]"
311,"[-8.055604946336455, -34.95172798299638]"
315,"[-8.055604946336455, -34.95172798299638]"
316,"[-8.055604946336455, -34.95172798299638]"
318,"[-8.055604946336455, -34.95172798299638]"
319,"[-8.055604946336455, -34.95172798299638]"
321,"[-8.055604946336455, -34.95172798299638]"
323,"[-8.055604946336455, -34.95172798299638]"
328,"[-8.055604946336455, -34.95172798299638]"
330,"[-8.055604946336455, -34.95172798299638]"
332,"[-8.055604946336455, -34.95172798299638]"
333,"[-8.055604946336455, -34.95172798299638]"
334,"[-8.055604946336455, -34.95172798299638]"
335,"[-8.055604946336455, -34.95172798299638]"
337,"[-8.055604946336455, -34.95172798299638]"
346,"[-8.055604946336455, -34.95172798299638]"
349,"[-8.055604946336455, -34.95172798299638]"
350,"[-8.055604946336455, -34.95172798299638]"
353,"[-8.055604946336455, -34.95172798299638]"
354,"[-8.055604946336455, -34.95172798299638]"
360,"[-8.055604946336455, -34.95172798299638]"
367,"[-8.055604946336455, -34.95172798299638]"
379,"[-8.055604946336455, -34.95172798299638]"
381,"[-8.055604946336455, -34.95172798299638]"
385,"[-8.055604946336455, -34.95172798299638]"
388,"[-8.055604946336455, -34.95172798299638]"
393,"[-8.055604946336455, -34.95172798299638]"
394,"[-8.055604946336455, -34.95172798299638]"
400,"[-8.055604946336455, -34.95172798299638]"
401,"[-8.055604946336455, -34.95172798299638]"
402,"[-8.055604946336455, -34.95172798299638]"
408,"[-8.055604946336455, -34.95172798299638]"
409,"[-8.055604946336455, -34.95172798299638]"
411,"[-8.055604946336455, -34.95172798299638]"
415,"[-8.055604946336455, -34.95172798299638]"
416,"[-8.055604946336455, -34.95172798299638]"
427,"[-8.055604946336455, -34.95172798299638]"
429,"[-8.055604946336455, -34.95172798299638]"
433,"[-8.055604946336455, -34.95172798299638]"
435,"[-8.055604946336455, -34.95172798299638]"
439,"[-8.055604946336455, -34.95172798299638]"
445,"[-8.055604946336455, -34.95172798299638]"
447,"[-8.055604946336455, -34.95172798299638]"
449,"[-8.055604946336455, -34.95172798299638]"
453,"[-8.055604946336455, -34.95172798299638]"
455,"[-8.055604946336455, -34.95172798299638]"
457,"[-8.055604946336455, -34.95172798299638]"
461,"[-8.055604946336455, -34.95172798299638]"
462,"[-8.055604946336455, -34.95172798299638]"
465,"[-8.055604946336455, -34.95172798299638]"
468,"[-8.055604946336455, -34.95172798299638]"
472,"[-8.055604946336455, -34.95172798299638]"
473,"[-8.055604946336455, -34.95172798299638]"
474,"[-8.055604946336455, -34.95172798299638]"
476,"[-8.055604946336455, -34.95172798299638]"
477,"[-8.055604946336455, -34.95172798299638]"
483,"[-8.055604946336455, -34.95172798299638]"
485,"[-8.055604946336455, -34.95172798299638]"
486,"[-8.055604946336455, -34.95172798299638]"
487,"[-8.055604946336455, -34.95172798299638]"
495,"[-8.055604946336455, -34.95172798299638]"
496,"[-8.055604946336455, -34.95172798299638]"
500,"[-8.055604946336455, -34.95172798299638]"
503,"[-8.055604946336455, -34.95172798299638]"
509,"[-8.055604946336455, -34.95172798299638]"
510,"[-8.055604946336455, -34.95172798299638]"
511,"[-8.055604946336455, -34.95172798299638]"
513,"[-8.055604946336455, -34.95172798299638]"
518,"[-8.055604946336455, -34.95172798299638]"
524,"[-8.055604946336455, -34.95172798299638]"
528,"[-8.055604946336455, -34.95172798299638]"
530,"[-8.055604946336455, -34.95172798299638]"
532,"[-8.055604946336455, -34.95172798299638]"
533,"[-8.055604946336455, -34.95172798299638]"
538,"[-8.055604946336455, -34.95172798299638]"
540,"[-8.055604946336455, -34.95172798299638]"
543,"[-8.055604946336455, -34.95172798299638]"
544,"[-8.055604946336455, -34.95172798299638]"
550,"[-8.055604946336455, -34.95172798299638]"
551,"[-8.055604946336455, -34.95172798299638]"
554,"[-8.055604946336455, -34.95172798299638]"
555,"[-8.055604946336455, -34.95172798299638]"
563,"[-8.055604946336455, -34.95172798299638]"
564,"[-8.055604946336455, -34.95172798299638]"
567,"[-8.055604946336455, -34.95172798299638]"
568,"[-8.055604946336455, -34.95172798299638]"
576,"[-8.055604946336455, -34.95172798299638]"
577,"[-8.055604946336455, -34.95172798299638]"
582,"[-8.055604946336455, -34.95172798299638]"
586,"[-8.055604946336455, -34.95172798299638]"
590,"[-8.055604946336455, -34.95172798299638]"
591,"[-8.055604946336455, -34.95172798299638]"
592,"[-8.055604946336455, -34.95172798299638]"
594,"[-8.055604946336455, -34.95172798299638]"
601,"[-8.055604946336455, -34.95172798299638]"
603,"[-8.055604946336455, -34.95172798299638]"
604,"[-8.055604946336455, -34.95172798299638]"
605,"[-8.055604946336455, -34.95172798299638]"
611,"[-8.055604946336455, -34.95172798299638]"
613,"[-8.055604946336455, -34.95172798299638]"
617,"[-8.055604946336455, -34.95172798299638]"
618,"[-8.055604946336455, -34.95172798299638]"
620,"[-8.055604946336455, -34.95172798299638]"
623,"[-8.055604946336455, -34.95172798299638]"
624,"[-8.055604946336455, -34.95172798299638]"
625,"[-8.055604946336455, -34.95172798299638]"
633,"[-8.055604946336455, -34.95172798299638]"
637,"[-8.055604946336455, -34.95172798299638]"
641,"[-8.055604946336455, -34.95172798299638]"
642,"[-8.055604946336455, -34.95172798299638]"
647,"[-8.055604946336455, -34.95172798299638]"
653,"[-8.055604946336455, -34.95172798299638]"
654,"[-8.055604946336455, -34.95172798299638]"
655,"[-8.055604946336455, -34.95172798299638]"
664,"[-8.055604946336455, -34.95172798299638]"
665,"[-8.055604946336455, -34.95172798299638]"
668,"[-8.055604946336455, -34.95172798299638]"
673,"[-8.055604946336455, -34.95172798299638]"
675,"[-8.055604946336455, -34.95172798299638]"
676,"[-8.055604946336455, -34.95172798299638]"
678,"[-8.055604946336455, -34.95172798299638]"
682,"[-8.055604946336455, -34.95172798299638]"
683,"[-8.055604946336455, -34.95172798299638]"
693,"[-8.055604946336455, -34.95172798299638]"
694,"[-8.055604946336455, -34.95172798299638]"
696,"[-8.055604946336455, -34.95172798299638]"
700,"[-8.055604946336455, -34.95172798299638]"
706,"[-8.055604946336455, -34.95172798299638]"
708,"[-8.055604946336455, -34.95172798299638]"
710,"[-8.055604946336455, -34.95172798299638]"
711,"[-8.055604946336455, -34.95172798299638]"
712,"[-8.055604946336455, -34.95172798299638]"
713,"[-8.055604946336455, -34.95172798299638]"
715,"[-8.055604946336455, -34.95172798299638]"
718,"[-8.055604946336455, -34.95172798299638]"
724,"[-8.055604946336455, -34.95172798299638]"
730,"[-8.055604946336455, -34.95172798299638]"
733,"[-8.055604946336455, -34.95172798299638]"
736,"[-8.055604946336455, -34.95172798299638]"
737,"[-8.055604946336455, -34.95172798299638]"
738,"[-8.055604946336455, -34.95172798299638]"
740,"[-8.055604946336455, -34.95172798299638]"
742,"[-8.055604946336455, -34.95172798299638]"
743,"[-8.055604946336455, -34.95172798299638]"
744,"[-8.055604946336455, -34.95172798299638]"
745,"[-8.055604946336455, -34.95172798299638]"
747,"[-8.055604946336455, -34.95172798299638]"
748,"[-8.055604946336455, -34.95172798299638]"
749,"[-8.055604946336455, -34.95172798299638]"
751,"[-8.055604946336455, -34.95172798299638]"
753,"[-8.055604946336455, -34.95172798299638]"
758,"[-8.055604946336455, -34.95172798299638]"
759,"[-8.055604946336455, -34.95172798299638]"
761,"[-8.055604946336455, -34.95172798299638]"
763,"[-8.055604946336455, -34.95172798299638]"
764,"[-8.055604946336455, -34.95172798299638]"
765,"[-8.055604946336455, -34.95172798299638]"
766,"[-8.055604946336455, -34.95172798299638]"
773,"[-8.055604946336455, -34.95172798299638]"
774,"[-8.055604946336455, -34.95172798299638]"
782,"[-8.055604946336455, -34.95172798299638]"
786,"[-8.055604946336455, -34.95172798299638]"
789,"[-8.055604946336455, -34.95172798299638]"
794,"[-8.055604946336455, -34.95172798299638]"
795,"[-8.055604946336455, -34.95172798299638]"
799,"[-8.055604946336455, -34.95172798299638]"
800,"[-8.055649000185737, -34.951610278366864]"
809,"[-8.055649000185737, -34.951610278366864]"
810,"[-8.055649000185737, -34.951610278366864]"
811,"[-8.055649000185737, -34.951610278366864]"
815,"[-8.055649000185737, -34.951610278366864]"
828,"[-8.055649000185737, -34.951610278366864]"
831,"[-8.055649000185737, -34.951610278366864]"
833,"[-8.055649000185737, -34.951610278366864]"
834,"[-8.055649000185737, -34.951610278366864]"
835,"[-8.055649000185737, -34.951610278366864]"
837,"[-8.055649000185737, -34.951610278366864]"
841,"[-8.055649000185737, -34.951610278366864]"
852,"[-8.055649000185737, -34.951610278366864]"
856,"[-8.055649000185737, -34.951610278366864]"
858,"[-8.055649000185737, -34.951610278366864]"
862,"[-8.055649000185737, -34.951610278366864]"
866,"[-8.055649000185737, -34.951610278366864]"
868,"[-8.055649000185737, -34.951610278366864]"
871,"[-8.055649000185737, -34.951610278366864]"
872,"[-8.055649000185737, -34.951610278366864]"
877,"[-8.055649000185737, -34.951610278366864]"
879,"[-8.055649000185737, -34.951610278366864]"
881,"[-8.055649000185737, -34.951610278366864]"
883,"[-8.055649000185737, -34.951610278366864]"
906,"[-8.055649000185737, -34.951610278366864]"
908,"[-8.055649000185737, -34.951610278366864]"
914,"[-8.055649000185737, -34.951610278366864]"
921,"[-8.055649000185737, -34.951610278366864]"
927,"[-8.055649000185737, -34.951610278366864]"
932,"[-8.055649000185737, -34.951610278366864]"
934,"[-8.055649000185737, -34.951610278366864]"
940,"[-8.055649000185737, -34.951610278366864]"
947,"[-8.055649000185737, -34.951610278366864]"
952,"[-8.055649000185737, -34.951610278366864]"
957,"[-8.055649000185737, -34.951610278366864]"
958,"[-8.055649000185737, -34.951610278366864]"
960,"[-8.055649000185737, -34.951610278366864]"
964,"[-8.055649000185737, -34.951610278366864]"
965,"[-8.055649000185737, -34.951610278366864]"
967,"[-8.055649000185737, -34.951610278366864]"
970,"[-8.055649000185737, -34.951610278366864]"
971,"[-8.055649000185737, -34.951610278366864]"
982,"[-8.055649000185737, -34.951610278366864]"
994,"[-8.055649000185737, -34.951610278366864]"
996,"[-8.055649000185737, -34.951610278366864]"
997,"[-8.055649000185737, -34.951610278366864]"
1002,"[-8.055649000185737, -34.951610278366864]"
1005,"[-8.055649000185737, -34.951610278366864]"
1009,"[-8.055649000185737, -34.951610278366864]"
1010,"[-8.055649000185737, -34.951610278366864]"
1017,"[-8.055649000185737, -34.951610278366864]"
1018,"[-8.055649000185737, -34.951610278366864]"
1020,"[-8.055649000185737, -34.951610278366864]"
1022,"[-8.055649000185737, -34.951610278366864]"
1025,"[-8.055649000185737, -34.951610278366864]"
1027,"[-8.055649000185737, -34.951610278366864]"
1034,"[-8.055649000185737, -34.951610278366864]"
1038,"[-8.055649000185737, -34.951610278366864]"
1042,"[-8.055649000185737, -34.951610278366864]"
1044,"[-8.055649000185737, -34.951610278366864]"
1046,"[-8.055649000185737, -34.951610278366864]"
1052,"[-8.055649000185737, -34.951610278366864]"
1053,"[-8.055649000185737, -34.951610278366864]"
1055,"[-8.055649000185737, -34.951610278366864]"
1056,"[-8.055649000185737, -34.951610278366864]"
1057,"[-8.055649000185737, -34.951610278366864]"
1061,"[-8.055649000185737, -34.951610278366864]"
1068,"[-8.055649000185737, -34.951610278366864]"
1071,"[-8.055649000185737, -34.951610278366864]"
1074,"[-8.055649000185737, -34.951610278366864]"
1075,"[-8.055649000185737, -34.951610278366864]"
1076,"[-8.055649000185737, -34.951610278366864]"
1078,"[-8.055649000185737, -34.951610278366864]"
1084,"[-8.055649000185737, -34.951610278366864]"
1087,"[-8.055649000185737, -34.951610278366864]"
1090,"[-8.055649000185737, -34.951610278366864]"
1095,"[-8.055649000185737, -34.951610278366864]"
1101,"[-8.055649000185737, -34.951610278366864]"
1103,"[-8.055649000185737, -34.951610278366864]"
1107,"[-8.055649000185737, -34.951610278366864]"
1108,"[-8.055649000185737, -34.951610278366864]"
1111,"[-8.055649000185737, -34.951610278366864]"
1112,"[-8.055649000185737, -34.951610278366864]"
1115,"[-8.055649000185737, -34.951610278366864]"
1123,"[-8.055649000185737, -34.951610278366864]"
1126,"[-8.055649000185737, -34.951610278366864]"
1127,"[-8.055649000185737, -34.951610278366864]"
1139,"[-8.055649000185737, -34.951610278366864]"
1142,"[-8.055649000185737, -34.951610278366864]"
1144,"[-8.055649000185737, -34.951610278366864]"
1145,"[-8.055649000185737, -34.951610278366864]"
1147,"[-8.055649000185737, -34.951610278366864]"
1149,"[-8.055649000185737, -34.951610278366864]"
1152,"[-8.055649000185737, -34.951610278366864]"
1153,"[-8.055649000185737, -34.951610278366864]"
1155,"[-8.055649000185737, -34.951610278366864]"
1156,"[-8.055649000185737, -34.951610278366864]"
1157,"[-8.055649000185737, -34.951610278366864]"
1162,"[-8.055649000185737, -34.951610278366864]"
1163,"[-8.055649000185737, -34.951610278366864]"
1166,"[-8.055649000185737, -34.951610278366864]"
1168,"[-8.055649000185737, -34.951610278366864]"
1172,"[-8.055649000185737, -34.951610278366864]"
1175,"[-8.055649000185737, -34.951610278366864]"
1176,"[-8.055649000185737, -34.951610278366864]"
1180,"[-8.055649000185737, -34.951610278366864]"
1183,"[-8.055649000185737, -34.951610278366864]"
1188,"[-8.055649000185737, -34.951610278366864]"
1193,"[-8.055649000185737, -34.951610278366864]"
1194,"[-8.055649000185737, -34.951610278366864]"
1195,"[-8.055649000185737, -34.951610278366864]"
1197,"[-8.055649000185737, -34.951610278366864]"
1199,"[-8.055649000185737, -34.951610278366864]"
1201,"[-8.055649000185737, -34.951610278366864]"
1204,"[-8.055649000185737, -34.951610278366864]"
1210,"[-8.055649000185737, -34.951610278366864]"
1217,"[-8.055649000185737, -34.951610278366864]"
1219,"[-8.055649000185737, -34.951610278366864]"
1220,"[-8.055649000185737, -34.951610278366864]"
1222,"[-8.055649000185737, -34.951610278366864]"
1224,"[-8.055649000185737, -34.951610278366864]"
1226,"[-8.055649000185737, -34.951610278366864]"
1233,"[-8.055649000185737, -34.951610278366864]"
1244,"[-8.055649000185737, -34.951610278366864]"
1245,"[-8.055649000185737, -34.951610278366864]"
1247,"[-8.055649000185737, -34.951610278366864]"
1250,"[-8.055649000185737, -34.951610278366864]"
1253,"[-8.055649000185737, -34.951610278366864]"
1254,"[-8.055649000185737, -34.951610278366864]"
1261,"[-8.055649000185737, -34.951610278366864]"
1263,"[-8.055649000185737, -34.951610278366864]"
1277,"[-8.055649000185737, -34.951610278366864]"
1278,"[-8.055649000185737, -34.951610278366864]"
1281,"[-8.055649000185737, -34.951610278366864]"
1282,"[-8.055649000185737, -34.951610278366864]"
1285,"[-8.055649000185737, -34.951610278366864]"
1287,"[-8.055649000185737, -34.951610278366864]"
1295,"[-8.055649000185737, -34.951610278366864]"
1297,"[-8.055649000185737, -34.951610278366864]"
1298,"[-8.055649000185737, -34.951610278366864]"
1310,"[-8.055649000185737, -34.951610278366864]"
1313,"[-8.055649000185737, -34.951610278366864]"
1314,"[-8.055649000185737, -34.951610278366864]"
1315,"[-8.055649000185737, -34.951610278366864]"
1318,"[-8.055649000185737, -34.951610278366864]"
1320,"[-8.055649000185737, -34.951610278366864]"
1322,"[-8.055649000185737, -34.951610278366864]"
1323,"[-8.055649000185737, -34.951610278366864]"
1328,"[-8.055649000185737, -34.951610278366864]"
1329,"[-8.055649000185737, -34.951610278366864]"
1330,"[-8.055649000185737, -34.951610278366864]"
1334,"[-8.055649000185737, -34.951610278366864]"
1339,"[-8.055649000185737, -34.951610278366864]"
1345,"[-8.055649000185737, -34.951610278366864]"
1346,"[-8.055649000185737, -34.951610278366864]"
1349,"[-8.055649000185737, -34.951610278366864]"
1354,"[-8.055649000185737, -34.951610278366864]"
1355,"[-8.055649000185737, -34.951610278366864]"
1359,"[-8.055649000185737, -34.951610278366864]"
1360,"[-8.055649000185737, -34.951610278366864]"
1369,"[-8.055649000185737, -34.951610278366864]"
1372,"[-8.055649000185737, -34.951610278366864]"
1373,"[-8.055649000185737, -34.951610278366864]"
1374,"[-8.055649000185737, -34.951610278366864]"
1379,"[-8.055649000185737, -34.951610278366864]"
1383,"[-8.055649000185737, -34.951610278366864]"
1385,"[-8.055649000185737, -34.951610278366864]"
1393,"[-8.055649000185737, -34.951610278366864]"
1396,"[-8.055649000185737, -34.951610278366864]"
1400,"[-8.055649000185737, -34.951610278366864]"
1402,"[-8.055649000185737, -34.951610278366864]"
1405,"[-8.055649000185737, -34.951610278366864]"
1406,"[-8.055649000185737, -34.951610278366864]"
1413,"[-8.055649000185737, -34.951610278366864]"
1414,"[-8.055649000185737, -34.951610278366864]"
1416,"[-8.055649000185737, -34.951610278366864]"
1417,"[-8.055649000185737, -34.951610278366864]"
1418,"[-8.055649000185737, -34.951610278366864]"
1420,"[-8.055649000185737, -34.951610278366864]"
1421,"[-8.055649000185737, -34.951610278366864]"
1426,"[-8.055649000185737, -34.951610278366864]"
1427,"[-8.055649000185737, -34.951610278366864]"
1429,"[-8.055649000185737, -34.951610278366864]"
1430,"[-8.055649000185737, -34.951610278366864]"
1432,"[-8.055649000185737, -34.951610278366864]"
1437,"[-8.055649000185737, -34.951610278366864]"
1438,"[-8.055649000185737, -34.951610278366864]"
1443,"[-8.055649000185737, -34.951610278366864]"
1446,"[-8.055649000185737, -34.951610278366864]"
1452,"[-8.055649000185737, -34.951610278366864]"
1453,"[-8.055649000185737, -34.951610278366864]"
1456,"[-8.055649000185737, -34.951610278366864]"
1458,"[-8.055649000185737, -34.951610278366864]"
1465,"[-8.055649000185737, -34.951610278366864]"
1467,"[-8.055649000185737, -34.951610278366864]"
1468,"[-8.055649000185737, -34.951610278366864]"
1470,"[-8.055649000185737, -34.951610278366864]"
1472,"[-8.055649000185737, -34.951610278366864]"
1477,"[-8.055649000185737, -34.951610278366864]"
1479,"[-8.055649000185737, -34.951610278366864]"
1480,"[-8.055649000185737, -34.951610278366864]"
1482,"[-8.055649000185737, -34.951610278366864]"
1483,"[-8.055649000185737, -34.951610278366864]"
1488,"[-8.055649000185737, -34.951610278366864]"
1491,"[-8.055649000185737, -34.951610278366864]"
1496,"[-8.055649000185737, -34.951610278366864]"
1501,"[-8.055649000185737, -34.951610278366864]"
1502,"[-8.055649000185737, -34.951610278366864]"
1509,"[-8.055649000185737, -34.951610278366864]"
1512,"[-8.055782734118942, -34.95150685817409]"
1513,"[-8.055649000185737, -34.951610278366864]"
1516,"[-8.055649000185737, -34.951610278366864]"
1527,"[-8.055649000185737, -34.951610278366864]"
1530,"[-8.055649000185737, -34.951610278366864]"
1532,"[-8.055649000185737, -34.951610278366864]"
1533,"[-8.055649000185737, -34.951610278366864]"
1535,"[-8.055649000185737, -34.951610278366864]"
1536,"[-8.055649000185737, -34.951610278366864]"
1543,"[-8.055649000185737, -34.951610278366864]"
1544,"[-8.055649000185737, -34.951610278366864]"
1545,"[-8.055649000185737, -34.951610278366864]"
1550,"[-8.055649000185737, -34.951610278366864]"
1557,"[-8.055649000185737, -34.951610278366864]"
1558,"[-8.055649000185737, -34.951610278366864]"
1559,"[-8.055649000185737, -34.951610278366864]"
1561,"[-8.055649000185737, -34.951610278366864]"
1562,"[-8.055649000185737, -34.951610278366864]"
1568,"[-8.055649000185737, -34.951610278366864]"
1569,"[-8.055649000185737, -34.951610278366864]"
1570,"[-8.055649000185737, -34.951610278366864]"
1575,"[-8.055649000185737, -34.951610278366864]"
1576,"[-8.055649000185737, -34.951610278366864]"
1578,"[-8.055649000185737, -34.951610278366864]"
1586,"[-8.055649000185737, -34.951610278366864]"
1593,"[-8.055649000185737, -34.951610278366864]"
1595,"[-8.055649000185737, -34.951610278366864]"
1597,"[-8.055649000185737, -34.951610278366864]"
1598,"[-8.055649000185737, -34.951610278366864]"
1599,"[-8.055649000185737, -34.951610278366864]"
1603,"[-8.055649000185737, -34.951610278366864]"
1606,"[-8.055500120000067, -34.951316828000124]"
1608,"[-8.055500120000067, -34.951316828000124]"
1614,"[-8.055500120000067, -34.951316828000124]"
1615,"[-8.055500120000067, -34.951316828000124]"
1616,"[-8.055500120000067, -34.951316828000124]"
1617,"[-8.055500120000067, -34.951316828000124]"
1618,"[-8.055500120000067, -34.951316828000124]"
1623,"[-8.055500120000067, -34.951316828000124]"
1626,"[-8.055500120000067, -34.951316828000124]"
1631,"[-8.055500120000067, -34.951316828000124]"
1642,"[-8.055500120000067, -34.951316828000124]"
1643,"[-8.055500120000067, -34.951316828000124]"
1649,"[-8.055500120000067, -34.951316828000124]"
1650,"[-8.055500120000067, -34.951316828000124]"
1656,"[-8.055500120000067, -34.951316828000124]"
1659,"[-8.055500120000067, -34.951316828000124]"
1662,"[-8.055500120000067, -34.951316828000124]"
1665,"[-8.055500120000067, -34.951316828000124]"
1670,"[-8.055500120000067, -34.951316828000124]"
1671,"[-8.055500120000067, -34.951316828000124]"
1672,"[-8.055500120000067, -34.951316828000124]"
1680,"[-8.055500120000067, -34.951316828000124]"
1683,"[-8.055500120000067, -34.951316828000124]"
1684,"[-8.055500120000067, -34.951316828000124]"
1688,"[-8.055500120000067, -34.951316828000124]"
1691,"[-8.055500120000067, -34.951316828000124]"
1699,"[-8.055500120000067, -34.951316828000124]"
1701,"[-8.055500120000067, -34.951316828000124]"
1713,"[-8.055500120000067, -34.951316828000124]"
1718,"[-8.055500120000067, -34.951316828000124]"
1720,"[-8.055500120000067, -34.951316828000124]"
1721,"[-8.055500120000067, -34.951316828000124]"
1726,"[-8.055500120000067, -34.951316828000124]"
1728,"[-8.055500120000067, -34.951316828000124]"
1729,"[-8.055500120000067, -34.951316828000124]"
1730,"[-8.055500120000067, -34.951316828000124]"
1731,"[-8.055500120000067, -34.951316828000124]"
1732,"[-8.055500120000067, -34.951316828000124]"
1737,"[-8.055500120000067, -34.951316828000124]"
1738,"[-8.055500120000067, -34.951316828000124]"
1739,"[-8.055500120000067, -34.951316828000124]"
1740,"[-8.055500120000067, -34.951316828000124]"
1741,"[-8.055500120000067, -34.951316828000124]"
1743,"[-8.055500120000067, -34.951316828000124]"
1744,"[-8.055500120000067, -34.951316828000124]"
1745,"[-8.055500120000067, -34.951316828000124]"
1746,"[-8.055500120000067, -34.951316828000124]"
1747,"[-8.055500120000067, -34.951316828000124]"
1758,"[-8.055500120000067, -34.951316828000124]"
1760,"[-8.055500120000067, -34.951316828000124]"
1765,"[-8.055500120000067, -34.951316828000124]"
1768,"[-8.055500120000067, -34.951316828000124]"
1770,"[-8.055500120000067, -34.951316828000124]"
1775,"[-8.055500120000067, -34.951316828000124]"
1777,"[-8.055500120000067, -34.951316828000124]"
1780,"[-8.055500120000067, -34.951316828000124]"
1783,"[-8.055500120000067, -34.951316828000124]"
1785,"[-8.055500120000067, -34.951316828000124]"
1790,"[-8.055500120000067, -34.951316828000124]"
1791,"[-8.055500120000067, -34.951316828000124]"
1793,"[-8.055500120000067, -34.951316828000124]"
1794,"[-8.055500120000067, -34.951316828000124]"
1803,"[-8.055500120000067, -34.951316828000124]"
