grupo,cch,azimuth,ponto_id,delay_1,delay_2,delay_3,lat,lon,rssi_value
2,871,240,7001,5.000104383328031,2.9999770879976055,2.000179792454214,-8.054074372635256,-34.95050502947563,0.7247049749271051
2,874,240,9230,1.0379544429438798,4.001195117291516,5.0058620545806365,-8.044884786316638,-34.95359711709414,0.7215877674694139
2,865,0,3758,4.9997425346933495,2.9993954259652105,1.9996143831651139,-8.055395622657437,-34.951565076996836,0.42391977035555434
3,869,240,3301,4.999768653977812,3.0004476288068878,2.00059571058138,-8.055797827989037,-34.952271330372234,0.013595467367040944
3,869,240,6911,4.999502886666349,3.00063980138171,2.0007137574911362,-8.055981093338145,-34.951498832760194,0.013574921913106464
3,881,120,9565,2.005574526757915,4.0006993234359385,5.012605596392723,-8.044456489867502,-34.949332733784004,0.4723361966007896
1,875,240,7582,4.0025462093626905,1.0004878232530159,6.005632355155351,-8.052170358783771,-34.94612227911224,0.5295132908162763
1,875,240,8146,3.9995753445483326,2.9999655728754155,2.000000583511539,-8.055818972128712,-34.953429680188584,0.4746677737096478
3,881,120,3474,4.999654784898163,2.9996093789618694,1.9998918945579427,-8.055479768777289,-34.952511279748954,0.4008711768501512
1,872,120,6655,5.000036052574526,2.002960233765476,3.0018896886922684,-8.05537524089349,-34.95105543973647,0.7044225916681021
2,877,0,6257,5.000703157177953,2.999954659307862,1.998140320009378,-8.056039902375483,-34.95153630969537,0.4096089758829123
2,871,240,2757,5.000032102789809,3.0007938676418218,2.9986950603749585,-8.055911641292251,-34.9514442043097,0.014352043596856358
2,871,240,3459,5.000772229194793,2.999550345497113,1.9982608058619085,-8.05509225167697,-34.951485322413276,0.2889712134883793
2,865,0,1689,5.000290225506394,3.000393553309026,2.996741637813984,-8.056271380799775,-34.95131495237546,0.36493202331466784
2,874,120,6468,6.005802249939153,6.028183444302141,-0.003082002337256454,-8.057352880184911,-34.95802954549903,0.3633879220975112
3,869,240,3371,4.999537852819238,3.0003063220610917,2.9990278601968368,-8.056216524640902,-34.95126028059233,0.012383331374557834
3,869,240,7019,5.000936072878493,1.9982542859687575,3.0007303855241867,-8.055934420238527,-34.950758016350484,0.3604029307586562
2,865,0,2561,4.999376113593332,3.000173133434959,2.997479283595665,-8.056096791493921,-34.950971721158425,0.39294092279178194
1,872,120,8270,4.003959095121442,2.0020894094441553,2.001236291516913,-8.048434437501191,-34.95212993330413,0.4450506224231435
2,865,0,909,4.999558892968311,2.9999324952263384,1.998742927238841,-8.05587071331741,-34.95181096567252,0.30263072709190075
1,873,0,2762,4.999878933143135,3.000610443959552,3.000021953313931,-8.055340259997225,-34.95084179885748,0.0079509109711947
3,881,120,1679,5.000358000957562,3.001038657613658,2.000795911836486,-8.05556052870513,-34.951420045209076,0.4370356644616597
3,881,120,7693,5.998646184296617,5.008001835009315,0.0029316196018891734,-8.054948368616005,-34.95935311113093,1.065085337333197
3,881,120,1391,4.999889244056262,3.0001620013750645,2.9989537674055207,-8.055734719962796,-34.95207325383447,0.37570807949905227
3,869,240,3669,4.9996829134029035,2.9993534247698483,2.0004928252224485,-8.05571335296838,-34.951917948648564,0.013307434213074692
2,871,240,8875,4.001339479522562,3.9979222324627233,4.001173494749611,-8.049419141684757,-34.952063174438884,0.5822243073292682
3,881,120,9126,2.999407970955985,0.9988768503574698,5.0085866482531145,-8.049851177336286,-34.952029331803196,0.44685978113911745
1,873,0,7955,5.000233449809321,4.003746628822572,0.9985206131481931,-8.054785168655402,-34.9547062396111,0.5147567879883304
1,875,240,3972,5.000127969151515,2.9997650709875376,2.0005535218984662,-8.055977728572367,-34.95265545904191,0.13882823038282024
1,873,0,7383,5.000664245490349,4.006567991318521,2.0003834924530315,-8.056150482979257,-34.95273784246102,0.21883487705949345
3,881,120,3104,4.999989280708788,3.0002194890617573,2.0011190008903927,-8.055865995809775,-34.951906270214856,0.8861814827794483
2,871,240,3608,4.999947944331293,2.9995178881823055,2.000383419948969,-8.05602814107806,-34.95126052236154,0.32030900189282824
3,877,0,6519,5.000279047916552,3.0002612074801314,1.9974087157126155,-8.056209705955395,-34.95235159415608,0.39008120350223596
2,874,120,8508,4.005104453153474,6.001659039422695,2.001224402162997,-8.05196491059302,-34.95859007050656,0.4308527923349874
2,865,0,4176,5.00047305652869,2.9997876775335683,1.9993700076302907,-8.054864441982241,-34.95148326433729,0.31617593914542297
2,871,240,3545,4.999443479681604,2.999653093564071,2.0000998655330875,-8.055563459050685,-34.95135898124033,0.013485274128311095
3,877,0,1857,4.999334448858486,2.9994943010348876,1.9992850081881892,-8.055602701662492,-34.95189693579411,0.4268804519432383
2,865,0,5734,4.9997093361323826,3.0006022073319136,3.000066636190781,-8.056364891963286,-34.94755681604135,0.38650454138299517
2,865,0,2193,5.000532085902055,3.001272523076255,3.9937711689001207,-8.055019598500364,-34.95098628576939,0.538030164349189
3,869,240,2973,4.999342731370965,3.0008524710210875,2.998125178579009,-8.055136820723098,-34.95151447646978,0.3928945341915662
1,875,240,9216,4.005528028096264,0.9977888362312174,5.015663154605957,-8.048887866364197,-34.947408450605074,0.5336472845520799
1,873,0,6686,5.001102177801615,3.001595468015312,1.9978988960687458,-8.05633007986822,-34.953184505340126,0.1272851009580726
3,881,120,5178,4.99999974984239,2.9999549119907236,2.0001383788051514,-8.055123835551527,-34.951433285528196,0.3545913190382238
3,877,0,7079,5.999055068316733,5.000980368549448,0.995634459420487,-8.055729028238783,-34.95838891654131,0.38808008125268956
1,875,240,9039,4.000063165717449,1.9995537174634739,3.000334896572067,-8.050275581052023,-34.951262186790075,0.4981635135672434
3,877,0,5290,5.000159967840738,3.0012187677439646,1.9991678585824488,-8.05576199510985,-34.951772993585465,0.38062689737450633
1,872,120,4929,4.999838070576961,3.0006322132780032,2.0013413717830177,-8.055769466609743,-34.951695398877234,0.01593785786804011
1,872,0,3635,5.000050428116104,3.0006243805404913,3.0003543442136515,-8.055629462765808,-34.951334631783,0.011399301081618728
3,869,240,4729,4.9998949254058305,3.000433133499296,1.9996676733984942,-8.056266350600453,-34.95099989140427,0.016799100351121317
2,874,120,3148,5.000170063034336,3.000861651184929,2.9990584183772215,-8.055176748554189,-34.95120443679228,0.3303626885489478
1,872,120,8926,3.0024093975919146,1.9953559156604894,5.017497179657768,-8.05107064393394,-34.946290078043475,0.4214790577596088
3,869,240,3954,5.000000123340041,2.9996939245560665,1.9998512489270237,-8.05552214210489,-34.95179872812144,0.014835272286667476
2,874,120,5798,5.000020328093881,2.999594041665539,3.0001925656835002,-8.055403507326787,-34.951447569724465,0.442153679682807
1,873,0,1851,5.000025527594175,3.000293546197131,1.9987042291987676,-8.05533943089836,-34.95179532919722,0.2050416801132097
3,881,120,8025,4.999997581507347,4.000806401414195,1.9984730624252334,-8.055398266192599,-34.95401875706967,1.0386970025235098
3,877,0,7365,5.000853516346999,5.018223525733042,-0.020045249615166454,-8.054786193165137,-34.958684865028964,0.3700507025001092
2,865,240,1988,5.000618681178723,3.000542613092308,3.000254962005714,-8.055888318853397,-34.9513797713456,0.014608459520365437
1,872,120,6165,5.000628204589517,3.000346072826667,0.9938149679264315,-8.054732744565595,-34.95186644197503,0.2467473829230999
2,874,120,7624,3.0058813658804335,6.994343753874944,1.0135462561416546,-8.050243671897721,-34.95738157750552,0.39938344049954194
2,865,0,4327,5.000527486326987,3.0002559317012953,1.9989806079206693,-8.055364849843963,-34.95220133117334,0.4228364339044374
3,869,240,2888,5.00045274022561,2.9996896187782984,1.9999366039368192,-8.056130699749719,-34.951630303104324,0.01203588605416787
3,869,240,1587,4.999615045013821,3.000784464116679,2.999913167746932,-8.055632923447112,-34.95135672869464,0.010760915246400594
2,871,240,3982,5.000551291855973,3.0003610188095218,1.9996282884751746,-8.054808284656206,-34.95209151221116,0.22062892938077613
1,873,0,3229,4.999309242242742,3.0007965362631817,2.997608953766801,-8.055535216373984,-34.95169500242167,0.018439128280228815
2,871,240,1330,4.999854009880716,3.0005370609326083,2.9987062969964904,-8.055052325262393,-34.95182164026296,0.3823082762418585
2,865,0,2699,4.999314484172787,3.0005883699627747,2.998830625743059,-8.055095703147334,-34.95161756062516,0.35479019725674976
3,865,0,9049,4.004429283645069,6.035538578271244,-0.001322114298846392,-8.052011916665073,-34.95742829709481,0.3840239531136994
2,871,240,2114,4.99998278581285,3.000197005820795,2.9980583356669666,-8.055402004154498,-34.95102847674989,0.38072237009056953
2,871,240,5155,5.99778814483783,2.9996974459461514,1.999012580268916,-8.056474794897484,-34.95066363491553,0.4143766814494479
1,881,120,430,5.000450564735723,3.0004362216776945,2.999871558158488,-8.054676597396845,-34.95127884335185,0.01395150410837415
2,865,0,1737,4.999675421305584,3.000033146244738,3.0008795979251435,-8.055302707190743,-34.9509059390157,0.014032384135070994
1,881,120,407,5.000278011904095,2.999595605518045,2.998858069041005,-8.054792641583672,-34.95206212723166,0.3953485109121825
3,877,0,2352,4.999160674240776,3.0003586517762244,2.9983578452482504,-8.055999373045273,-34.95180865101427,0.34510779606280034
2,871,240,6568,5.0006028224546615,3.000158433900541,2.001120249888321,-8.055618008427151,-34.951633074462094,0.2423546807753014
3,877,0,3742,4.999945254693396,3.0002200159694854,1.999723868841636,-8.055694488759604,-34.951711731952656,0.35240583403165776
2,874,120,6962,5.000448312592497,4.9988236044304335,1.0057366876498932,-8.055605886239553,-34.952288662426305,0.8867987979208205
3,881,120,3738,4.999488196002895,3.000690457180684,3.000964323635297,-8.056415333913915,-34.95298532443071,0.7217599313120233
1,873,0,2925,4.999376143028214,3.001616196202758,3.0015226290741905,-8.056179879496604,-34.95161087511563,0.3657695786769865
2,871,240,2497,5.000406453294444,2.9996432410165963,3.0032234078187656,-8.055778517870223,-34.9509492426356,0.5301635825688876
3,869,240,2353,5.00036857203212,2.9996612660867283,1.9988594715757237,-8.056438696078798,-34.952601804150895,0.01312030971422948
1,869,240,8183,2.0042161517660597,2.9996953969583617,1.9988392486710136,-8.049042503561795,-34.95156013972995,0.014138310933121656
3,881,120,2681,5.000353429318378,2.99984948298178,3.0001321687903917,-8.055549176803929,-34.952393584246835,0.4577106647008222
1,875,240,9243,2.9996367010709233,2.9987824349501135,4.001533893565633,-8.05048372097169,-34.95138541467303,0.7475401308302408
2,871,240,3488,5.0001899252771045,2.999630832139278,1.9975893640378957,-8.055586144704206,-34.951927112766086,0.5129845464807656
3,877,0,1642,5.000384877014886,3.0016584823490717,2.9987235579354357,-8.055749916795744,-34.95109929186764,0.3515965533172341
3,869,240,7657,4.999476023146105,4.994912366048675,-0.009082825377096345,-8.054953775287906,-34.95856142606134,0.3817474928855746
3,869,240,5973,4.999792714387667,3.000646686558491,1.999611779504618,-8.056352572529686,-34.95206360720158,0.19608871923890786
2,871,240,4796,4.999871659184183,2.998874888418322,1.9995432181946107,-8.055511863028974,-34.9514192038606,0.3003493013786211
3,881,120,8364,3.999636335970789,3.999146034145681,1.9993833468635607,-8.051327218341084,-34.953225223783335,0.6308216414363479
3,877,0,4338,4.999424323126504,3.001039863390977,2.9990029525200392,-8.055723007636281,-34.95093743502866,0.5189979277539241
3,881,120,3880,4.999009258005156,2.9994968554602672,2.998622952784359,-8.055289169105478,-34.95160130079541,0.8592507228458847
2,865,0,9291,4.0034031597837725,1.9992811208426695,4.986478988995531,-8.051262212880292,-34.94709713272171,0.4253140336327847
1,875,240,417,5.000106075254589,3.000234131462252,2.000641935264874,-8.05532883845845,-34.95186536708336,0.014285704436454293
3,881,120,9291,3.001319798708561,2.0012882403598344,5.001517746317828,-8.049980308411518,-34.94683447484577,0.38520102579629456
2,874,120,8982,3.0048322669571754,1.9977513065386259,5.016901269186016,-8.050157399777662,-34.94621028931812,0.5122476237227188
3,869,0,3732,5.000142482822409,3.0000911820892053,2.9997049689837865,-8.055479049388618,-34.95162808713718,0.014035049992449991
1,872,120,5044,5.000393557068613,2.9997138173664974,2.0014036169620844,-8.055234562174661,-34.951734847290965,0.015886178351750907
1,873,0,7475,3.003557951135751,3.000294456171646,4.006907316785861,-8.049420955997018,-34.95061133017397,0.7016966089213346
3,881,120,7809,3.0024338626312352,3.9987294591709155,1.9998978594996977,-8.051199837517999,-34.95531786975886,0.765219394570075
2,871,240,9441,4.002549726034538,7.059768521115278,2.0003026931487953,-8.048676235308298,-34.9606538882432,0.39478431658326557
3,881,120,6918,5.000830024244998,6.014697234106098,1.005286997686655,-8.054261291042721,-34.9600758184479,0.4135486732518672
3,869,240,1313,5.000199404944393,3.0001733444531764,1.9988278547573166,-8.055296008554297,-34.95150206614141,0.012213302287564228
3,869,240,2631,5.000391380931432,3.000872604512663,3.0008832971666504,-8.056251093362835,-34.95059993620532,0.013281426013468328
3,869,240,176,5.000105744640223,3.0001683094093847,2.0013323245479633,-8.055894828744497,-34.95189478534266,0.016437323541309383
1,875,240,3961,5.000478651983934,3.000353137274608,2.9998910361336018,-8.050841754356886,-34.950732627076796,0.6947102588630667
3,881,240,3673,4.99921008695882,2.99921087742738,2.999111334576906,-8.055906015777094,-34.95132585647962,0.4266900930657982
2,871,240,2582,5.00011349009386,2.9993883499108183,2.999496744208003,-8.055271540133402,-34.95143366594932,0.546104855577997
1,873,0,3814,5.000234883839981,3.0008074546637626,1.999142700758016,-8.055655678009296,-34.95222179570444,0.13566352389640746
2,871,240,4040,5.0000028009683835,2.999184351763697,1.9979907313846217,-8.055379464644925,-34.95155574554862,0.4339836105437959
2,865,0,3337,4.99929835256284,3.001850929813526,2.998463736446655,-8.055330320863014,-34.95059194504424,0.37167365198678143
3,881,120,3592,5.000518035481353,3.000843929247991,2.001357868387758,-8.055405688345342,-34.951754884560756,0.39500941881126206
3,869,240,5797,4.999777742372392,2.999984203702132,2.0001300598409735,-8.056501833285038,-34.95257212007074,0.012030886307667028
3,877,0,2627,4.999963776407673,3.000979401111,2.9976335341382745,-8.055881016679383,-34.9517881899072,0.36291894728975926
2,871,240,3300,5.00057487226262,2.999925982125251,2.998446328160956,-8.056757522597064,-34.95105413911003,0.5931440276405961
3,877,0,7025,5.000209710168138,3.0004817219126383,0.9916935806210253,-8.055154794659737,-34.95194342364801,0.5970154449608435
1,872,120,1465,5.000227884913208,2.999661836240165,1.9989133502957828,-8.055191591474054,-34.95255370811424,0.012466186311596392
3,872,120,4217,7.00578823262526,2.9992166355207366,6.001497905846504,-8.057464614249593,-34.94698022840578,0.5915326412437183
2,874,120,9393,1.0250407799300327,4.001886283640427,1.999811438405111,-8.04896792980502,-34.95481793013414,0.5308609610607482
2,865,0,1163,5.000059182131786,3.001096720340714,2.9958678405593195,-8.056563128168078,-34.95187051724755,0.3707783156021748
2,871,120,9503,3.00948717561641,1.9953521213721686,5.011623670892064,-8.04837106123163,-34.947277609441926,0.40088346433782496
3,877,0,2982,4.999884909531405,3.00034257033749,2.0001232853546447,-8.055330845500052,-34.95207991969112,0.8135924400547547
2,865,0,1588,4.9994084266889995,3.000913846797041,2.9972741746799763,-8.055623563926535,-34.95111026802236,0.38535408966298745
1,875,240,7122,5.000212863107332,2.999470808751343,2.9999476374271477,-8.055162046260024,-34.95119760487067,0.7583045398831102
1,872,120,8738,4.004460175436757,6.006854401058453,0.011092803059393698,-8.053105600455838,-34.95730530765197,0.3763817395336496
1,873,0,2317,5.000246196714447,3.0017600980863457,3.0010415325660382,-8.055322143068661,-34.95214240228972,0.01147900440156215
2,871,240,6341,5.000541950403171,2.999929695138563,1.9990864680912432,-8.055603465595778,-34.951837023632216,0.11711820685420563
1,873,0,6430,5.998145592221808,5.021724156946796,0.9868856736620405,-8.056581231965838,-34.959917558210186,0.40024033519119434
